X1,X2,X3
73.3,62.8,1
50.8,59.9,5
41.1,54.4,2
84.4,54.4,3
68.6,37,3
33,68.1,2
68.6,53.5,3
64,78.1,4
43.4,73.5,4
34.1,68.7,1
58.4,42.4,2
55.8,78.7,2
53.5,56,2
54.1,42.3,1
39.2,96.6,3
47.8,43.7,5
77.3,34.7,3
48.5,72.1,4
75.3,56.2,3
56.2,40.7,5
44,26.2,3
43,58.8,4
54.8,18,2
32.7,42.7,2
64.3,92,5
51.3,20.2,5
60.6,53.5,3
53.2,6.1,3
60.8,60.9,1
71.8,23,3
70.9,56.4,5
56.2,74,1
53.2,49.4,2
60.8,67.3,3
50.6,49.1,3
35.7,52.2,4
64.4,83.7,3
47.9,61.8,2
46.5,31.7,2
63,95.1,3
66,95.3,3
40.1,73.6,2
42.9,74.9,1
64.9,84.8,1
43.5,87.8,3
40.6,27.3,2
67.2,56,2
54.3,72.8,1
59.4,41.6,4
43.8,55.2,1
67.5,64.3,3
60.9,71.1,1
58.9,14.3,4
68.3,73,3
49.9,34.1,2
30.7,51.9,4
71.1,45.2,3
74.8,28.5,3
76.4,60.2,3
65.4,68.1,4
70,80.2,3
58.1,8.4,2
33.2,73.5,1
43.5,46.6,3
39.3,68.5,3
54.5,69.7,3
51.1,107.8,3
40.7,63.8,3
30.6,62.2,1
47.7,64.3,4
35.6,24.1,2
51,85.7,1
58.5,38.5,4
52.9,59.4,3
64.3,35.2,2
68.8,71,4
46.5,66.8,5
80.3,54.9,3
48.7,74.8,3
46.4,53.5,1
74.7,70.4,3
51.5,55.9,3
43.4,61.2,3
35.9,50.6,3
64,51,4
66.6,81,2
56,71.6,4
72.3,56.8,3
40.5,83.7,5
66.1,54.5,4
28.4,47.7,5
40.9,45.5,3
37.5,50.2,5
52.6,51.5,1
60.4,22.6,4
43,71,2
40.9,69.1,2
34.5,88.1,3
49.9,60,1
47.7,45.6,3
47,68.5,2
51.8,82.6,3
47.7,33.9,2
33.9,86,3
49.3,57.6,1
58.4,50.9,2
62.1,62.3,3
42.7,57.9,2
52.7,39.9,5
63.8,35.9,4
49.5,66,3
48.2,64.2,4
46.1,56.9,2
74.1,61.3,2
34,49.7,2
50.5,67.2,4
65.9,39.8,4
55.9,44.1,2
53.6,62.3,4
59.5,50.6,3
39.2,61.4,1
32.7,59.8,1
63.4,75.6,3
52.6,49.5,4
40.7,61.2,4
40,55.7,2
43.4,79.5,5
76.4,99.5,5
57.6,69.1,4
50.1,82.7,2
69,88.2,3
48.3,72.2,3
43.3,46.6,2
74.6,63.2,4
12.9,33.4,4
51.2,63,2
25,48.4,1
64.6,44.3,3
43.2,76.6,3
42.1,86,3
58.5,76.1,4
75.1,44.6,4
57.1,53,1
39.5,33.2,1
52.6,86.4,4
63.7,81.2,3
86.3,56.8,2
51.8,69.2,2
34.7,46.1,2
56.4,68,4
50.6,69,1
49.8,64.4,3
70.1,68.7,1
59.2,54.7,2
72.9,77.4,1
47,68.8,2
40.4,64,4
54.8,30.1,3
80.9,47.6,2
44.9,41.5,2
40.4,51.1,3
61.3,78.7,2
64.8,62.3,4
54.5,77.8,4
58.1,72.9,5
43.1,53.2,1
48.9,66.9,3
55.2,53.3,2
71.1,54.5,5
65.5,74.9,2
22.7,53.8,3
61.5,71.5,3
83.7,74,1
63.9,81.5,4
72.7,81.8,2
51.6,51.9,2
65.1,108,1
40.8,65.6,1
35.1,54.5,1
64,64,3
56.1,77.3,4
61.7,49.2,4
36.5,41.7,3
48.3,26.2,1
56,63.7,1
51.9,51.8,1
57.6,57.8,2
74.5,75.2,4
72.4,57.9,2
58.9,55.4,2
53.4,60.3,3
63.6,48.7,2
47.7,48.9,5
46.5,91.9,3
56.5,85.3,2
57.8,90,3
54,41.1,5
61.9,65.8,2
79.5,46.3,4
55.2,44.7,3
33.7,54.7,2
47,74.7,2
58,66.1,4
62.5,71.1,3
42.4,90.1,3
76.5,64.9,3
80.3,55.7,5
62.2,73.6,3
28.6,59.9,3
56.5,53.5,2
68.6,71.5,1
63.4,35.9,2
54.6,49.6,1
47.4,47.1,2
68.9,27.4,3
59.2,38.4,1
47.5,43.9,3
52.7,101,3
47.5,48.3,3
61.4,61.2,3
53.2,58.7,2
60.3,55.9,4
55.9,65.3,3
57.1,45.3,2
69.5,58.3,2
78,42.2,1
45.6,48.6,3
52.2,62.8,3
25.9,92.3,3
65.5,38.2,4
65.5,33.9,3
42,42.6,3
39.7,77.4,1
64.8,88.1,5
63.2,67.4,1
51.8,31.5,2
49.8,85.8,3
73.6,76,2
69.5,58,5
47.6,59.9,4
62.8,68.3,3
54.9,70.3,3
44.3,63.2,5
38.2,46.7,1
50.8,38.1,1
45.3,73.5,3
39.7,61.7,2
58,30.4,3
51.7,81.5,3
55.6,76.8,2
50.2,74.2,3
57.6,40.7,3
83.6,46.3,4
53.4,64.2,3
68.4,64.1,4
44.5,65.7,3
69.1,33.3,2
62.3,60.3,1
62.1,32.8,2
54.1,75,5
64.9,50.2,1
50.5,34,4
59.9,64.4,2
68.6,62,2
39.1,65.2,2
32.7,48.2,2
54.7,35.4,4
47.8,14.6,2
35.6,67.6,1
53.7,53.7,3
42.3,36.1,1
62.7,59.2,1
63.3,46.8,2
71.8,23.2,3
64.8,63.4,2
65,52.1,4
52,63.7,4
50.5,56.5,4
57.4,70.3,2
57.7,64.8,3
62.8,65.8,1
57.6,62.4,2
69.3,57.8,3
62.9,61.8,2
48.5,67.2,5
48.6,73.6,2
51.9,76,3
50.1,37.7,1
59.6,68.3,2
58.9,55.4,3
57.4,80,1
59.9,71,4
67.8,80.1,3
61,49.4,3
42.2,53.5,3
50.5,52.2,3
63.6,75.5,3
48.2,34.6,4
79.9,55.8,4
46.6,84.3,3
46.2,56.3,1
65.6,62.4,4
56.4,72.9,1
47.6,59.2,2
59.7,47,3
59.3,33.5,4
52,67.7,3
34.8,45.4,3
62.1,52.8,1
64,21.5,1
39.8,65.3,1
56.2,63.1,1
54.7,79.8,3
52.5,31.3,4
64.9,67,4
63.9,61,5
44.8,98.8,2
53.7,65.4,3
58.4,44.9,3
58.9,51.3,1
35.6,56.3,4
67.8,60.6,3
53.2,49.5,2
74.9,58.1,5
45.7,43.1,2
60.2,69.4,2
58.5,74.7,5
53.4,33.8,4
61.2,28.4,1
62.1,52.1,4
44.9,50.7,1
77.2,67.7,5
49.2,57.5,4
60,71.9,3
49.4,48.8,3
42.8,31.2,5
71.6,41.7,3
69.1,48.3,1
36.4,63.4,4
70.7,33.1,2
68.1,50.8,3
54.9,53,1
51.8,56.4,5
47.4,49.6,3
55.2,75.8,2
54.6,87.8,1
58.5,65.8,3
52.9,49.9,3
55.5,28.3,3
70,41.4,4
40.5,56.2,4
21.4,50.4,1
64.5,49.8,2
57.8,56.5,3
58.3,41.5,2
58,70,3
58.9,56.4,1
92,63.7,1
53.5,65.5,1
57,76.3,5
77.7,71.6,2
55.8,72.1,3
54.8,76.2,5
59,38.9,2
55,40,2
59.5,72.8,3
52,73.3,2
66.6,61.8,2
45.4,65.6,5
61.4,62.2,3
76.2,86.7,3
68.6,62.2,3
43.4,75.7,2
40.1,63.2,3
57.4,71.9,1
52.4,66.9,2
39.9,67,1
42,82.9,5
51.9,48.4,4
53.4,60.9,2
76.7,65.7,1
63.3,60.1,3
45.7,68.1,3
65.2,42.2,3
52.4,52.5,3
77.3,55.8,2
56.2,91.7,1
69.1,59.8,1
51.8,54.7,3
54.8,77.9,2
51.7,76.3,3
46,45.7,4
81.6,87.8,2
52.4,43.7,2
73.6,83.8,2
56.1,57.8,1
40.4,53.9,5
57.1,44.4,2
42,59.5,4
49.1,60.1,2
51.1,83.1,3
56.7,48.7,3
49.6,83.1,3
44.4,69.4,3
62.6,59.4,2
46.9,52.2,2
59.1,52.1,2
48.9,53,3
27,72.6,3
77.3,63.9,2
57.6,75.2,4
56.8,63.5,2
64.1,49.5,1
49.6,33.7,4
69.5,29.5,4
58.2,85.4,2
43.4,37.7,2
54.5,59,3
50.5,71.1,2
57.9,60.5,1
50.6,9.5,3
46.5,40.2,3
30.8,46.6,4
62.6,67.7,1
61.3,55.5,3
59.8,58,2
68.4,61.3,2
51.8,81.9,1
96,43.9,3
59.2,61.8,4
47.9,53.7,1
50.4,76.7,4
54.9,39.4,2
60.4,64.4,2
63.4,21.5,3
57.4,57.7,3
57.2,71.1,3
37.2,55.6,3
62.5,65.4,2
76.2,36.8,2
55,45.1,4
53.8,69.7,1
73.9,37.7,5
50.8,49.6,5
75,58.7,2
39.8,51.4,2
57.5,55.7,3
64.9,32.9,3
58.8,65.2,1
66.4,53.2,2
54.7,62.1,5
61.7,74.6,1
73.3,79.6,5
66.2,50.5,3
57.3,65.4,3
64.3,42.6,1
57.6,89.1,3
61.6,21,4
43.7,47.1,4
68.1,65.7,1
49.7,62.7,1
61.3,94.2,2
74.2,58.7,1
51.5,74,4
60,71.6,1
53.9,67.8,3
64.7,79.9,3
63.9,59.2,3
63.4,69.5,3
52.5,63.9,4
51.4,51.9,3
41,54,3
60.9,74.1,2
45.7,59.2,3
52.2,51.4,3
48.9,71.3,4
49.6,30.3,1
53,74.9,3
52.3,15.2,1
55.1,74.3,2
58.4,49,3
53,42.2,2
29.8,71.9,2
53.2,65.3,1
77.8,64.1,1
44.5,45.9,2
64,74.1,1
59.5,57.7,5
49.1,71.1,2
44.6,64.6,4
43.8,41.1,3
35,57.4,3
52.4,39.1,1
22.4,74.8,3
50,35.7,1
62,45.9,3
67.8,77,3
42.6,61.9,1
59.5,69.4,4
53.1,65,2
50.5,77,2
54.7,50.7,1
37.2,52.9,3
56.8,39.3,4
48.7,68.2,2
61.8,32.4,3
56.6,92.3,1
50.2,67.9,3
38.4,25.7,2
52.5,79.9,4
65,65.3,4
44.1,43.8,3
37.8,57.4,1
45.1,62.4,2
45.4,39.4,3
35.3,51.4,2
30.3,35.1,2
49,28.6,2
42,44.2,4
70.3,56.4,3
48.9,75.7,2
55.6,41,3
47.1,52.9,1
39.1,34.8,2
57.5,79,3
62,46.7,2
14.9,59.3,4
65,23.1,3
46.1,50.4,1
49,48.7,2
56.4,62.1,3
54.8,47.4,2
54.5,68.2,1
53.4,57.8,5
49.9,74.3,2
36.7,75.7,5
63.5,62.2,2
80.5,87.9,1
57.7,33.9,3
59.5,42.7,3
54.9,81.8,1
50.7,40.5,3
79.7,28.9,1
60.6,71.1,3
54.9,34.5,3
50.5,90.9,4
56,61.7,2
48.6,82.1,3
64,55,5
52.1,62.5,3
50.5,53.7,2
37,58.9,3
76.8,36.7,3
76.2,71.5,1
31.9,85.6,2
43,85.8,4
48.7,54.9,3
87.2,71.7,2
52.2,69.8,2
73.3,82.3,3
37.8,61.4,2
59.1,45,4
52.9,78.7,3
41.9,72.2,2
55.4,76.1,3
38.3,100.1,3
51.9,75,4
63.3,64.4,3
70.1,63.5,4
53.6,35.2,2
43.9,41.4,4
39.8,66.5,2
68.9,21.3,4
38.2,56.9,2
59.5,53,5
58.8,83.2,3
67.9,56.7,1
68.5,45.8,3
64.2,34.4,3
58,50.3,2
62.5,64.7,4
42.6,60.2,4
56.1,73.6,1
77.8,66.8,2
49.6,38.1,4
34.9,48.2,3
68.1,54.8,2
49.9,70.6,4
47.2,80.5,3
42.2,68.9,3
48.6,29.4,1
47.4,61.8,2
39.3,103.9,1
56.2,114.5,4
44.9,67.7,3
60.1,53.4,1
40.6,47.7,4
60.5,75.4,2
45.2,34.1,2
33.7,54.9,3
45.3,54.7,3
51.1,61.2,1
57.9,60.5,3
44,48.1,3
61.4,49.3,1
48.7,36.1,2
68.2,74.2,4
61.1,71.2,5
57.9,65,2
76.7,57.6,1
59,64.9,5
49.6,60.2,2
61.4,59.1,2
56.7,52,2
70.8,62.3,3
60.6,62.2,5
86.7,74.9,4
42.8,65,1
36.1,71.7,3
54.1,63.6,2
79.4,54.4,1
52.5,65.6,1
27.6,53,5
62.9,94.4,3
48.7,89.2,2
60.3,46,4
61.1,46.5,1
58.5,27.5,2
49.9,43.8,4
68.8,69.5,4
73.5,45.8,4
53.9,67.8,1
53.7,68.5,3
59.3,81.6,3
43.3,63,4
45.4,55.5,1
46.7,93.1,1
64.3,41.2,4
56.9,70.2,1
47.2,65.9,2
49.7,81.1,1
64.6,48.2,3
54.1,51.9,2
62.1,60.6,4
42.7,70.1,3
41.7,79.4,1
53.3,46,1
55.1,76.1,4
47.5,71.1,4
48.3,66.3,2
70.1,53.2,1
48.4,100,1
50.5,60.1,3
40.5,67.7,3
59.8,60,5
45.2,88.1,2
52.8,82.9,3
65.7,70,1
65.2,46.9,4
45.7,72.2,3
54.3,46.7,1
46.5,88.3,2
49.3,32.3,1
47.3,79.1,3
57.2,41.4,2
46,43.7,3
46.4,62.6,2
54.7,63,2
59.3,48,3
46.2,55.7,3
43.1,58.5,2
36.7,26.9,3
56.3,60.7,5
65.6,41.8,3
36.9,48.7,4
82.6,64.3,3
77.8,47.2,3
42.3,41.1,3
26.4,55.4,3
55.3,85.4,1
62.8,56.9,2
53.8,71.4,3
38.2,83.8,1
54.6,86.3,2
62.3,69.3,2
35.3,59.9,3
30,49.3,4
69.2,55.5,2
57.2,63.6,4
56.5,68.9,3
38.8,72.6,3
61.1,50.5,3
74.3,89.8,3
53.7,56.8,4
48,29.8,3
66.5,74.8,1
64.1,46,1
41.7,71.9,1
58.7,67.9,2
57.8,64.7,1
65.7,78.1,1
65.7,72.2,3
55.4,64.1,2
47.8,54.8,1
67.9,76.8,2
61,68.7,1
49.5,42.8,2
42.7,53.1,1
80.7,81.1,2
51.3,66.6,2
56.2,55.3,4
58,69.5,4
55,57,1
68.4,52.9,3
59.7,88,2
53.4,55.1,2
58.1,27.3,4
55.3,34.3,3
63.7,81.2,4
48.5,71.4,3
58.7,47.8,1
48.3,64.4,1
39.4,60.6,2
53.4,72.3,3
49.4,35,2
60.8,54.2,3
52.2,38.7,3
69.5,74.2,3
39.1,48.4,3
58.4,80.2,2
58,58.3,4
52.7,71.9,3
56.3,71.3,3
51.7,83.7,3
60.3,52.6,4
51.5,38.9,3
79.7,47.3,3
64.7,101.5,2
71,63.5,3
42.9,49.4,4
50.1,42.6,1
46.6,35.6,1
62.7,35.9,3
61.5,82.5,5
43.8,94,2
63.5,71.5,5
40.1,38.2,3
39.1,46.4,1
37.3,52.7,3
75.4,65.3,4
53.4,27.2,4
36.5,68.4,1
72.1,76.7,5
55.3,66.6,2
24.2,72.6,4
48,76.6,2
55.6,48.5,2
53.7,57.8,1
50.8,79.1,1
54.5,81.4,2
50.5,64.8,4
51.1,50.3,3
65.4,61.2,3
55.6,58.8,2
37.9,57.9,3
53.2,32.6,1
52.6,51.2,2
57.5,30.9,1
47.7,63.4,2
58.1,55,3
62.9,48.4,1
49.9,78.3,4
72.1,67.6,5
65.1,54.5,2
41.2,17.3,1
49.2,60.1,2
75.9,69.1,2
61.7,71.6,2
71.6,59.8,4
48.1,65.5,3
40.3,41.4,4
70.4,38.6,2
53.5,48.9,3
53.1,45,2
66.4,38.3,5
47.7,82.8,2
59.1,50.2,3
72.8,59.2,4
34.4,13,2
79.4,56.9,2
47.1,85.8,2
45.2,62.8,1
31.2,28.5,3
57.1,71.3,1
49.6,64.9,4
52.7,44.4,2
64.3,80.5,3
56.9,68.9,3
50.6,52.2,2
48.7,70.3,3
85.6,69.9,2
71.9,79.3,3
52.7,66,3
55.1,63.9,3
78.6,42.8,2
46.1,49.5,1
47.6,55,3
46.8,91.9,1
60.5,61.2,3
56.6,18.3,2
61.6,24.5,3
29.1,54.7,3
43.5,66.3,3
56.9,69.7,2
56.1,46,1
40,57.6,2
68.2,36,5
42,99.3,2
66.6,45.8,2
56.9,52.2,1
60.2,30.2,1
51,36.6,3
51.2,56.1,5
51.8,47.7,4
32.8,34.5,5
40.6,62.2,2
40.8,51.1,1
67.4,70.8,5
58.6,36.5,1
62.1,55.5,3
65.6,67.1,3
57.9,72.9,2
37.4,61.5,2
26.6,86.7,3
28.3,55.6,3
60.9,47.1,5
49.1,49.8,3
43.5,52.3,3
48.8,36.3,2
63.6,61.3,3
48.3,73.9,4
45.5,37,1
52.6,50.5,2
49.4,35.9,2
68.1,46.6,3
60.7,74.2,3
54.1,27.2,1
68.5,78.7,2
39.7,62.4,4
61.6,38.4,3
73.9,90.6,4
44,91.7,2
48.9,69.5,3
62.2,68.3,1
70.3,33.2,3
54.3,73,1
66.7,52.9,3
46,55.8,4
44.2,54.4,3
57.5,61,2
58.1,17.6,2
59.1,61.6,3
36.2,48.9,3
59.5,39.1,1
38.7,49.7,3
52.3,61.3,2
35.1,38.6,3
62.2,55.9,1
67.2,78.8,3
42.5,65.5,4
40.7,68.5,1
55.6,52.8,1
35.7,61.4,1
55,73.2,4
49.1,60.3,2
71.8,41.1,4
39.6,67.9,5
43.6,45.7,5
37.9,34.6,3
62.8,94.3,1
46.4,35.4,1
51.4,42.1,2
67.4,34.2,1
60.6,87.6,5
52.5,44.9,4
49,23,2
62.8,41.8,3
57.5,80.2,2
37.4,58.3,1
52,40.6,5
70.8,84.7,2
48.7,74.9,3
51.6,52.8,4
79.1,81.3,4
37.3,63.4,3
58.6,67.3,1
65.4,70.4,3
53,47.1,3
50.1,82.9,2
41.2,49.7,2
52.8,56.2,2
66.8,47.6,1
68.9,42.6,1
73.8,49.5,2
75.4,58,1
41.2,68.8,3
60,57.9,2
59,55,1
42.9,67.3,3
55.1,89.4,2
58.8,59.1,3
84.7,57,1
36.5,53.5,2
54.4,47.6,3
50.7,64.8,1
60.8,53.2,4
53.9,58.6,4
64.3,66,5
57.4,37,3
76.1,75,3
50.8,44.7,1
43.9,38.9,3
50.4,51.9,1
57.5,58.7,3
64.7,76.1,2
46,61.3,2
51.6,56.5,3
48.5,84.1,4
66.4,43.8,3
47.3,30.8,1
40.8,47.2,2
62.4,77.1,2
31,58.5,2
36.9,66.8,1
55.6,42.6,3
33.3,44.8,2
59.2,57.3,2
55.1,44.9,3
64.4,46.4,2
73.7,53.1,5
59.1,84.3,1
58,86.5,3
39.5,52.3,3
71.5,62.6,1
50.9,62,5
65.8,99.3,1
38.4,60.6,1
57.6,72.1,2
72.1,40.7,1
48.2,75.6,1
50.7,52.4,3
63.2,64.6,2
50.3,58.5,4
39,51.8,4
62.2,74.8,2
46.9,86.3,2
45.4,90.2,3
57.5,54.9,1
59.1,62.8,1
62,53.1,3
64.7,66.9,1
63,71.4,3
50.3,41.7,3
44.9,27.4,1
53,61.1,1
59.8,33.2,3
42.5,72.6,3
47.4,34.5,2
58,33.7,1
59.9,93,1
58.6,49.1,3
59.5,40.9,1
60,49.5,3
30.5,41.2,2
65.4,37.9,2
53.9,71.2,1
50.1,23.5,3
81.7,60,2
62.6,54.5,1
68,32.9,2
62.7,73.3,3
45.4,74,2
57.5,42.1,4
54.4,81.5,1
78.7,72.6,4
68.5,46.1,1
46.9,72.6,3
41.5,66,5
43.5,56.1,4
58.9,39.6,2
33,57.3,5
57,57.8,2
50.4,104.7,2
30.9,91.1,3
80.3,26.2,2
58.9,49.7,5
43.9,67.5,2
49.3,80.2,2
54.4,91.4,1
50.8,74.1,1
45.4,68,4
51.7,97.1,3
48.3,50.2,1
61.3,88.8,3
51.9,84.1,3
54.1,43.1,2
45.6,57.1,3
68.2,68.9,3
41.5,41.9,2
50.2,54.4,2
57.7,71.6,4
40.7,63.6,3
56.5,58.5,2
54,18.4,1
29,39.1,1
46.1,44.8,5
77.9,80.6,4
38.9,38.9,3
56.7,26.3,2
62.7,44.4,1
48.2,74,3
55.8,40.3,1
39,77.5,2
46.6,36,2
54.2,52.7,1
48.3,59.5,1
80.8,48.7,1
61.3,54,2
51.7,80.8,3
57.8,75,1
59.7,76.8,1
55.9,61.2,4
46.3,74.3,3
46.3,57.7,2
53.3,46.7,1
36.3,44.2,5
31.5,65.7,4
47.8,56.4,3
60.3,50.9,1
31.8,42.6,4
39.8,80,2
42.9,50.1,3
44.3,30.3,2
45.8,106.1,2
51.9,33.9,3
29.5,39,1
49.3,59,2
19.6,60.7,3
48.9,86.7,3
47.7,59.2,3
74.7,80.9,3
61.4,110.3,3
59.8,11.9,2
57.2,59.3,3
41.6,59.8,4
59.1,47.2,2
49,91.1,3
69.8,60.5,4
61.9,74.1,2
49.7,73.7,2
48.2,41,3
63.3,62.7,3
59.8,71.5,1
51.5,43.7,2
62.3,77.1,4
64.5,33.3,2
54.5,32.4,5
37.6,57.2,3
62.9,83.6,2
44.4,53.6,1
58.5,75.1,1
57,72.3,4
57,68.8,1
51.1,42.8,3
52.9,73.5,2
43.8,29,4
61.9,97.9,3
54.9,71.5,3
55,37.4,3
50.2,65.3,4
60.5,31.9,4
44,67.2,3
48.5,31.8,1
73.1,39.6,2
74.5,33,3
55.6,69.2,1
51.5,59.6,1
51.7,58.7,2
54.8,58.2,3
38,95.4,5
60.6,87,3
71.3,53.3,3
58.3,60.6,1
76.8,53,3
57.5,71.4,2
58.9,31.1,2
51.9,59.5,5
45.1,68.6,5
57.7,42.9,3
52.3,48.3,4
33.3,63.4,5
55.7,75.3,3
54.7,34.4,3
58.3,76,4
77.6,47.3,3
67.2,67.1,2
49.4,77.2,1
68.4,36.6,4
62.9,58.3,2
66.8,60.4,3
63.9,54.6,2
69.8,77,5
25.3,40.2,3
55.4,55.9,2
44.5,75,3
32.2,27.4,3
66.2,55.3,3
58.1,48,3
69.6,92.2,3
48.8,86,3
51.3,60.9,4
34.9,53.2,2
41.1,66.5,2
57.1,63.8,4
61.7,62.3,1
63.9,97.5,2
57,59.9,1
66.1,73.5,1
53.9,64.1,4
58.8,84,3
47.7,46.7,3
60.6,55.8,4
44.6,49.8,4
42,64.3,3
53.4,64.9,3
34,68.8,2
50.4,68.3,2
45.9,97.5,3
64,88.6,4
80.6,34.9,2
47.1,27.7,3
82.7,82.3,4
36,21.8,2
71.1,62.7,2
58.2,70.1,4
47.8,39.5,1
38.4,83.4,3
67.1,94.7,4
78.7,75.7,3
43.8,83,3
38,52.1,1
45.9,72.9,3
75.7,60.5,2
57,59.1,4
53,33.9,3
64.4,73.4,3
52.1,64.9,1
41.3,62.7,1
58,99.1,2
46.4,38.7,1
42,62.6,4
30.7,45.2,3
56.3,59.8,4
67.8,52.7,3
58.7,64.2,1
60.9,39.2,5
59.6,71.6,4
52.7,50.3,3
53.3,74.1,1
60.1,34.2,5
49.5,90.9,2
56.7,83.4,5
44.8,70,3
48.5,15.9,5
60.8,52.8,2
53.6,57.4,4
56.3,86,1
54.3,71.1,3
43.6,52.6,2
38.5,69,3
56.1,33.3,3
44.3,81.8,5
42.5,53.4,2
70.1,39.8,1
50,49.2,3
73.6,27.3,2
68.8,64.5,5
64.8,67.7,3
77.7,66,1
54,59.8,1
46.4,15.7,1
56.1,61.9,4
49.8,56.8,3
47.9,87.5,3
16.4,67.7,3
58.4,39,4
49.9,62.4,1
59,63.5,3
58,34.6,2
56.7,71.9,3
39.2,43.5,1
31.5,59.8,4
35.2,55.6,4
59.7,75.9,4
43.8,50.7,2
47.9,81.7,2
56.4,93.7,3
71.5,49,1
56.8,47.7,4
80.3,46.6,3
36.8,55.1,4
71.9,63.4,3
31.4,59,3
65.6,71.3,3
54.6,76.6,2
33,83.4,2
64.1,92.8,3
38.7,69.6,3
51.8,71.5,3
45.1,41.6,3
25.7,45.3,2
54.7,61.4,3
68.2,48.4,1
59.3,63.1,3
55.9,71.3,1
62.3,80.5,3
72.4,69.3,2
54.2,56.8,2
55.1,37.9,2
40,75.2,2
58.7,68.4,4
56.6,79.4,1
43.4,72.1,3
47.7,85.1,2
61.8,62.4,3
32.1,55.8,1
37.5,50,1
48,54.6,3
52,83.5,3
68.1,63.3,2
42.4,75.4,1
53.5,42.3,2
46.9,53.9,1
48.7,62.2,4
59.5,104.3,3
49.1,64.3,1
39,60.6,2
48.5,50.5,4
72.2,76.8,1
64.4,68.6,2
70.4,99.9,2
66,59.9,3
55.3,52.2,1
46.5,60.3,5
51.3,63.5,2
82.7,46.2,1
56.3,84.7,2
64.2,34.8,2
59.9,50.7,3
63.2,72.8,3
40.7,52.4,4
54.2,78.4,3
63.8,50.3,4
33.3,81.5,3
50.6,69,3
54.4,69.6,4
63.6,52.4,3
61.2,48.4,1
68,67.5,3
58.6,74.2,3
64.8,62.7,3
67.2,73,3
51.6,48.2,1
42.7,87.8,4
33.6,58.6,4
42.4,76.1,3
80.2,36,1
39.8,65.4,2
45.9,49,3
70.9,58.1,3
41.6,78.3,2
61.9,86.9,1
61.6,56.9,1
61.3,58.4,2
58.5,75.8,1
73,44.4,5
65.6,79.1,5
63.9,62.2,3
31.6,49.1,2
58.7,83.3,1
49,63.6,3
60.8,80.9,1
38.6,46.2,1
55.5,55,3
56.5,52.8,3
49.4,35.2,3
60.6,75.4,3
42.2,58,2
42.6,55.4,3
45.4,52.8,3
24.3,32.4,3
52.1,82.8,2
50.4,32.3,1
48.5,53,4
46,70.5,3
46.2,65.1,2
76,69.4,4
57.3,61.9,2
61.3,51,2
31.8,61,2
41.9,45,2
51.1,49.7,2
41.6,52.5,2
61.3,67.6,4
66.2,74.3,2
40.5,86.7,3
68.9,32.5,5
33.1,59.3,4
79,46.1,3
56.1,70.6,3
71.2,92.4,3
52,64.5,1
69,53.7,3
61.6,84.1,4
72.2,67,3
50.9,66.2,3
42.8,66.3,1
52.1,45.7,2
68.7,81.6,4
44.7,73.8,1
55.2,38.6,2
35.4,64.4,2
60.5,59.3,2
52.4,58.7,3
60.8,78.7,3
60,40.4,2
43.6,53.5,2
53.9,70.1,2
73.6,49.3,3
50.7,89.5,3
74,57.8,3
73.1,56.4,2
54.3,52.6,3
35.6,60.6,4
58,63.7,3
55.9,50.2,3
60.6,85.6,3
55,71.6,4
45,93.2,2
70.9,37.3,2
46.8,73.1,2
63.8,56.5,4
59.9,80,3
45.4,127.3,1
51,101.4,5
40.6,66.7,3
77.4,44.7,2
66.9,55.8,4
46.4,38.2,1
57.9,72,1
58.8,33.8,3
59.6,61.8,2
59,55.4,3
53,49.4,5
47.9,55.6,4
49.9,7.3,3
69,43.6,2
61.9,6.6,2
89.1,74.3,2
50.1,55.3,3
50.7,28.7,1
40.5,69.1,2
43.6,42.6,4
49.9,38.8,3
50.5,78.1,3
46.2,41.1,1
63.8,77.4,5
33.6,50.3,3
59.2,65.9,1
69.4,63.1,2
50.3,51.2,4
35.6,94.6,3
38.3,50.4,2
46,74.3,3
59.4,62.7,2
50.2,69.2,3
33,75.9,3
38.5,61.3,1
55,58,2
54.6,58.7,2
62.7,80.3,4
37.3,63.7,2
68.4,35.8,2
79.5,61.4,3
61.7,49.7,2
63.4,64.1,4
54.7,52.2,2
56.4,52.6,2
66.7,22.7,4
46.3,78.1,2
43.5,53.7,3
47.4,26.3,2
45.2,94.7,4
73,47,1
79.7,58.4,1
59.8,53.3,3
58.3,56.9,1
61.1,55.7,3
36.3,67.3,3
43,81.9,2
54.2,72.3,4
69,40.6,5
57.9,57.7,2
44.7,61.9,4
60.7,75.6,4
65.7,56.6,3
33.4,29,1
59.8,104.8,3
46.1,60.8,3
54.6,41.9,1
63.1,47.1,1
60.6,69.9,3
52.1,75.7,2
31.4,103.8,3
76.1,74.7,3
62.2,31.9,3
46.7,48,1
65.4,62,1
39.1,62.8,4
67.4,66.8,4
44.5,53.2,2
34.1,34.6,2
41.7,94.4,1
33.4,57.3,2
40,53.7,1
30.8,53.6,3
61.8,74.5,2
54.6,35.6,2
60.4,34.6,3
24.8,57,2
59.5,54.9,2
49.2,28,4
53.9,71.4,4
51,88.9,2
43.8,42.1,1
45.2,66.1,3
47.1,53.7,1
45.4,40.9,2
73.3,68.2,2
66.3,33.1,4
46.1,28.7,1
66.1,23.9,3
50.9,72.7,2
45.9,87.3,3
64.6,81,3
68.9,76.6,5
60.1,56.5,1
65.1,78.9,1
